119.518251	35.683927	1159
119.518251	35.688427	31
119.523751	35.620927	980
119.529251	35.611927	1481
119.529251	35.638927	92
119.529251	35.643427	1127
119.529251	35.656927	1213
119.529251	35.661427	11
119.529251	35.697427	12
119.529251	35.701927	1302
119.529251	36.763927	542
119.534751	35.598427	3
119.534751	35.629927	3
119.534751	35.652427	6
119.534751	35.674927	321
119.534751	36.750427	763
119.540251	35.593927	16
119.540251	35.598427	191
119.540251	35.625427	1183
119.540251	35.629927	15
119.540251	35.674927	375
119.540251	35.679427	44
119.540251	35.697427	652
119.540251	35.701927	8
119.540251	35.706427	3
119.540251	35.710927	6
119.540251	36.736927	4
119.540251	36.781927	564
119.540251	36.786427	3
119.540251	36.790927	771
119.545751	35.598427	177
119.545751	35.602927	741
119.545751	35.652427	15
119.545751	35.665927	219
119.545751	35.674927	16
119.545751	35.679427	23
119.545751	35.697427	649
119.545751	35.701927	8
119.545751	35.706427	744
119.545751	35.710927	6
119.545751	36.732427	9
119.545751	36.768427	851
119.545751	36.781927	4
119.545751	36.799927	4
119.545751	36.804427	19
119.551251	35.593927	307
119.551251	35.602927	609
119.551251	35.607427	923
119.551251	35.611927	6
119.551251	35.620927	706
119.551251	35.643427	124
119.551251	35.706427	792
119.551251	35.710927	20
119.551251	36.732427	1868
119.551251	36.754927	1715
119.551251	36.759427	15
119.551251	36.786427	6
119.556751	35.598427	4
119.556751	35.602927	4
119.556751	35.665927	799
119.556751	35.688427	625
119.556751	35.697427	6
119.556751	36.727927	1119
119.556751	36.732427	18
119.556751	36.750427	5
119.556751	36.754927	7
119.562251	35.589427	3
119.562251	35.625427	31
119.562251	35.634427	22
119.562251	35.647927	913
119.562251	35.656927	364
119.562251	35.661427	36
119.562251	35.683927	32
119.562251	35.688427	430
119.562251	35.692927	54
119.562251	35.697427	9
119.562251	35.701927	3
119.562251	36.763927	4
119.562251	36.768427	1383
119.567751	35.589427	792
119.567751	35.607427	4
119.567751	35.611927	265
119.567751	35.616427	230
119.567751	35.625427	767
119.567751	35.629927	12
119.567751	35.638927	453
119.567751	35.647927	6
119.567751	35.652427	47
119.567751	35.656927	4643
119.567751	35.661427	907
119.567751	35.674927	263
119.567751	35.679427	9
119.567751	35.683927	741
119.567751	35.688427	11
119.567751	35.692927	740
119.567751	35.697427	22
119.567751	35.701927	1497
119.567751	36.799927	13
119.573251	35.607427	458
119.573251	35.616427	39
119.573251	35.625427	500
119.573251	35.629927	42
119.573251	35.647927	383
119.573251	35.656927	4
119.573251	35.674927	12
119.573251	35.679427	1062
119.573251	36.714427	11
119.573251	36.732427	21
119.573251	36.759427	1270
119.573251	36.786427	5
119.573251	36.795427	2460
119.578751	35.602927	922
119.578751	35.607427	302
119.578751	35.611927	374
119.578751	35.616427	5
119.578751	35.620927	195
119.578751	35.638927	10
119.578751	35.643427	19
119.578751	35.679427	10
119.578751	36.709927	495
119.578751	36.714427	849
119.578751	36.732427	1211
119.578751	36.736927	8
119.578751	36.817927	516
119.584251	35.598427	4
119.584251	35.602927	7
119.584251	35.625427	4
119.584251	35.629927	610
119.584251	35.638927	2
119.584251	35.670427	161
119.584251	35.706427	7
119.584251	36.700927	399
119.584251	36.714427	298
119.584251	36.732427	10
119.584251	36.736927	1064
119.584251	36.741427	6
119.584251	36.772927	713
119.584251	36.781927	10
119.584251	36.790927	887
119.584251	36.795427	11
119.584251	36.831427	684
119.584251	36.835927	4
119.589751	35.616427	117
119.589751	35.620927	29
119.589751	35.647927	615
119.589751	35.661427	6
119.589751	35.665927	4
119.589751	35.670427	862
119.589751	35.674927	4
119.589751	35.697427	5
119.589751	35.706427	1080
119.589751	36.709927	429
119.589751	36.714427	17
119.589751	36.763927	8
119.589751	36.777427	5
119.589751	36.781927	1171
119.589751	36.790927	4
119.589751	36.795427	5
119.589751	36.831427	3
119.589751	36.840427	409
119.595251	35.602927	500
119.595251	35.616427	1073
119.595251	35.620927	9
119.595251	35.647927	12
119.595251	35.674927	391
119.595251	35.692927	526
119.595251	35.697427	552
119.595251	36.705427	757
119.595251	36.925927	11
119.595251	36.930427	4
119.595251	36.934927	19
119.595251	36.943927	33
119.595251	36.952927	430
119.595251	36.957427	4
119.600751	35.598427	324
119.600751	35.634427	422
119.600751	35.638927	8
119.600751	35.679427	313
119.600751	35.697427	4
119.600751	35.764927	871
119.600751	36.678427	524
119.600751	36.682927	6
119.600751	36.705427	20
119.600751	36.714427	542
119.600751	36.732427	510
119.600751	36.736927	1011
119.600751	36.754927	1062
119.600751	36.799927	396
119.600751	36.808927	4
119.600751	36.849427	5
119.600751	36.853927	718
119.600751	36.889927	593
119.600751	36.898927	255
119.600751	36.925927	472
119.600751	36.930427	2252
119.600751	36.934927	27
119.606251	35.593927	679
119.606251	35.607427	3
119.606251	35.611927	453
119.606251	35.616427	50
119.606251	35.629927	2
119.606251	35.634427	598
119.606251	35.638927	5
119.606251	35.647927	88
119.606251	35.652427	63
119.606251	35.661427	5
119.606251	35.683927	2
119.606251	35.697427	411
119.606251	35.706427	768
119.606251	36.664927	429
119.606251	36.682927	666
119.606251	36.687427	720
119.606251	36.781927	4
119.606251	36.795427	448
119.606251	36.799927	3
119.606251	36.804427	48
119.606251	36.835927	5
119.606251	36.862927	394
119.606251	36.867427	544
119.606251	36.894427	4
